mp_id,material,spacegroup,sg_symbol,crystal_system,nsites,volume,density
568986,KAuCl4,14,P2_1/c,Monoclinic,24,672.9776,3729.57
569507,TbTlSe2,166,R-3m,Trigonal,12,334.2669,7767.93
569764,RbCu2I3,62,Pnma,Orthorhombic,24,779.3186,5056.49
569815,Si2Ru,64,Cmce,Orthorhombic,48,661.6862,6313.69
569967,K2PrCl5,62,Pnma,Orthorhombic,32,886.1604,2970.96
570340,AgAuCl4,15,C2/c,Monoclinic,24,586.6408,5057.1
570418,YbI2,164,P-3m1,Trigonal,3,117.4097,6037.18
571146,SnICl,62,Pnma,Orthorhombic,12,357.1965,5226.52
571293,Rb2BaNb2Se11,14,P2_1/c,Monoclinic,64,1810.4049,4999.35
573763,Cs2Te,62,Pnma,Orthorhombic,12,602.7655,4335.18
574070,Cs4Pb9,14,P2_1/c,Monoclinic,52,2232.2213,7130.75
582146,CsNb4Cl11,51,Pmma,Orthorhombic,32,761.5542,3900.91
606680,CsLi2Br3,71,Immm,Orthorhombic,12,336.5401,3814.09
625739,Al(HO)3,14,P2_1/c,Monoclinic,56,393.8429,2631.06
638729,Cs2ZrCl6,225,Fm-3m,Cubic,36,1106.7857,3419.26
640324,TmCuPbSe3,62,Pnma,Orthorhombic,24,547.9185,8201.62
642725,CaHClO,186,P6_3mc,Hexagonal,8,123.148,2495.59
642821,K3H5Pt,127,P4/mbm,Tetragonal,18,298.9334,3526.45
652046,Re3S4Br,14,P2_1/c,Monoclinic,32,733.5137,6943.44
676360,NaNdS2,141,I4_1/amd,Tetragonal,16,376.3796,4082.96
696746,B4C,166,R-3m,Trigonal,45,330.0041,2502.31
697144,RbH2N,11,P2_1/m,Monoclinic,8,119.3788,2823.43
722262,CaB3H3O7,14,P2_1/c,Monoclinic,56,476.6182,2613.43
752405,Dy2SiO5,14,P2_1/c,Monoclinic,32,394.229,7296.78
752656,BaLa2O4,62,Pnma,Orthorhombic,28,490.0121,6494.73
752672,NaDyO2,15,C2/c,Monoclinic,32,431.0016,6703.43
753048,TiSnO4,8,Cm,Monoclinic,36,409.0506,5616.1
753917,Y2HfO5,15,C2/c,Monoclinic,32,443.3279,6536.84
753946,LiCoS2,164,P-3m1,Trigonal,4,54.7942,3939.78
754217,SmIO,129,P4/nmm,Tetragonal,6,147.0822,6621.83
754329,CdSnO3,148,R-3,Trigonal,30,391.7369,7098.98
754796,NaTmO2,15,C2/c,Monoclinic,32,411.98,7220.4
755363,Ba3SiO,62,Pnma,Orthorhombic,20,605.8882,4999.71
755537,Y2HfO5,63,Cmcm,Orthorhombic,32,486.6702,5954.68
755633,K5Se3,87,I4/m,Tetragonal,32,997.4249,2879.3
755804,Lu6TeO12,148,R-3,Trigonal,57,708.4288,9629.48
756156,Rb2ZrO3,36,Cmc2_1,Orthorhombic,24,467.2466,4409.06
756294,Li2Ti2O5,37,Ccc2,Orthorhombic,36,495.4522,2542.0
756361,ZrSeO,198,P2_13,Cubic,12,195.0421,6340.48
756704,LuTa3O9,11,P2_1/m,Monoclinic,26,311.703,9182.21
756725,Ba2CaI6,14,P2_1/c,Monoclinic,18,738.0448,4842.54
756888,La2(SiO3)3,176,P6_3/m,Hexagonal,28,401.0863,4190.3
759535,Na3Cu5O4,14,P2_1/c,Monoclinic,48,705.1104,4245.58
759707,Sb4O5F2,62,Pnma,Orthorhombic,44,674.3313,5959.58
759825,BiOF,62,Pnma,Orthorhombic,12,185.8371,8720.23
760483,Li2PdO3,12,C2/m,Monoclinic,24,214.5799,5209.61
765481,Li2AgF5,14,P2_1/c,Monoclinic,32,377.7225,3811.36
768317,Dy2SiO5,15,C2/c,Monoclinic,64,842.1344,6831.7
768372,SbBrO,14,P2_1/c,Monoclinic,36,846.9837,5120.84
769173,PrOF,166,R-3m,Trigonal,18,270.4774,6479.61
769294,Rb8SnO6,185,P6_3cm,Hexagonal,30,738.2539,4041.73
769915,La4Ga2O9,14,P2_1/c,Monoclinic,60,961.5495,5796.05
770419,Sr2Zr7O16,148,R-3,Trigonal,75,944.6043,5641.86
770771,SrSc2O4,62,Pnma,Orthorhombic,28,344.8513,4652.08
771248,Na2Ge2O5,33,Pna2_1,Orthorhombic,36,508.3518,3544.26
772049,Li2Ti2O5,60,Pbcn,Orthorhombic,36,480.7743,2619.61
775938,TiO2,60,Pbcn,Orthorhombic,36,371.1787,4287.54
776016,K2O,61,Pbca,Orthorhombic,24,528.7077,2366.77
777297,K5H(CN2)2,130,P4/ncc,Tetragonal,48,906.3169,2026.75
779522,Ho2P4O13,15,C2/c,Monoclinic,76,968.3114,4539.28
849371,CdSnO3,62,Pnma,Orthorhombic,20,243.9568,7599.52
849527,Rb3InO3,14,P2_1/c,Monoclinic,28,625.3671,4452.62
865280,NbAlFe2,225,Fm-3m,Cubic,16,201.1586,7646.59
866154,TiBeIr2,225,Fm-3m,Cubic,16,204.4494,14337.4
924129,ZrNiSn,216,F-43m,Cubic,12,223.2421,7992.52
924130,TiNiSn,216,F-43m,Cubic,12,201.8357,7413.37
966582,CaAlH5,14,P2_1/c,Monoclinic,56,524.1473,1827.33
973185,ScAgO2,166,R-3m,Trigonal,12,162.8395,5654.14
975577,K3La(AsO4)2,4,P2_1,Monoclinic,28,447.3083,3965.02
975666,PrBrO,129,P4/nmm,Tetragonal,6,121.2404,6486.85
978534,SiGe,186,P6_3mc,Hexagonal,4,84.6719,3950.75
984872,CsPb2Cl5,140,I4/mcm,Tetragonal,32,945.2972,5091.22
985585,Li3ClO,221,Pm-3m,Cubic,5,56.5099,2123.81
985829,HfS2,164,P-3m1,Trigonal,3,65.9989,6104.34
989405,Cs2LiInBr6,225,Fm-3m,Cubic,40,1259.8946,4570.79
990448,C,191,P6/mmm,Hexagonal,2,19.7848,2016.11
