mp_id,material,n_atoms_primitive,n_atoms_unitcell,avg_mass_AMU,fc_mean,fc_max,on_site_norm,trace_ratio,aniso,interaction_range,phonopy_version
975666,PrBrO,6,6,78.937,0.600554,20.559011,14.673252,0.92073,0.817375,1.0,3.4.0
2651,PrF3,24,24,49.4757,0.740762,23.834107,14.503113,0.750221,0.479053,1.0,3.4.0
4535,PrGaO3,20,20,51.7258,1.333417,27.731965,21.915654,0.741147,0.52912,1.0,3.4.0
4709,PrNbO4,12,24,49.6353,1.093118,61.233601,31.511463,0.654012,0.413966,1.0,3.4.0
769173,PrOF,6,18,58.6352,1.001925,23.466126,16.4359,0.944803,0.910366,1.0,3.4.0
4589,PrPO4,24,24,39.3132,1.776391,103.229871,50.196046,0.596086,0.360724,1.0,3.4.0
3954,PrPS4,48,96,50.0236,0.678092,40.020147,21.244288,0.657534,0.417114,1.0,3.4.0
17446,PrPtF7,36,36,52.1089,0.688111,91.942913,30.242325,0.533682,0.280533,0.978244,3.4.0
1285,PtO2,6,6,75.6943,1.16093,69.953905,45.768222,0.737245,0.41862,1.0,3.4.0
617,PtO2,3,3,75.6943,0.882846,74.241342,44.314838,0.926165,0.778496,0.911422,3.4.0
571293,Rb2BaNb2Se11,64,64,85.1647,0.325794,31.350689,13.621826,0.661861,0.378378,0.936516,3.4.0
3009,Rb2BeF4,28,28,36.5631,0.432018,31.68211,14.470922,0.651046,0.430131,1.0,3.4.0
4138,Rb2CO3,24,24,38.4907,1.171104,94.267708,42.010862,0.618676,0.293673,1.0,3.4.0
18556,Rb2Cd3S4,36,36,70.7143,0.244509,11.350928,9.094726,0.704698,0.45888,1.0,3.4.0
4052,Rb2Mn3Se4,18,36,72.3989,0.384271,25.457149,17.717707,0.854205,0.657676,0.970474,3.4.0
1394,Rb2O,3,12,62.3117,0.212295,4.668571,4.467109,1.0,1.0,0.950877,3.4.0
2079,Rb2P3,10,40,52.7714,0.435413,19.388779,12.768535,0.661257,0.290191,0.924051,3.4.0
21461,Rb2PbO3,24,24,71.0223,0.569033,35.339696,15.134489,0.709269,0.406011,1.0,3.4.0
21489,Rb2PbO3,12,24,71.0223,0.570868,35.361374,15.176503,0.706906,0.398421,1.0,3.4.0
4030,Rb2Pt3S4,9,36,98.272,0.332626,27.253014,17.107987,0.731959,0.540746,0.741259,3.4.0
7929,Rb2PtS2,5,10,86.0299,0.306408,26.611023,13.132487,0.762024,0.395519,0.959664,3.4.0
3372,Rb2SO4,28,28,38.1426,1.105155,121.820062,44.174665,0.62935,0.425952,1.0,3.4.0
4618,Rb2SeO4,28,28,44.8419,0.879563,96.767376,34.861577,0.604483,0.374391,1.0,3.4.0
2095,Rb2Te3,20,20,110.7471,0.149883,6.731083,4.606292,0.743579,0.512746,0.966387,3.4.0
756156,Rb2ZrO3,12,24,51.693,0.794688,50.733892,20.566047,0.694116,0.362763,1.0,3.4.0
849527,Rb3InO3,28,28,59.8885,0.417506,30.712319,13.068031,0.682345,0.383064,1.0,3.4.0
3719,Rb3NbS4,32,32,59.6962,0.354625,44.989951,15.284559,0.617954,0.377202,0.996063,3.4.0
558170,Rb3PO4,32,32,43.9218,0.767698,97.778516,33.246906,0.61558,0.395295,1.0,3.4.0
17220,Rb3TaS4,32,32,70.7014,0.373234,48.397415,16.331078,0.616809,0.376159,0.996063,3.4.0
769294,Rb8SnO6,30,30,59.8966,0.327881,43.644319,10.943047,0.740645,0.547599,1.0,3.4.0
3419,RbAuF4,12,24,59.738,0.731361,70.441286,26.836417,0.552652,0.252276,1.0,3.4.0
3032,RbBF4,24,24,28.7121,0.890425,62.634221,30.215678,0.600646,0.382316,1.0,3.4.0
3654,RbCaF3,5,5,36.5082,0.34063,19.133387,10.585357,0.648715,0.473073,1.0,3.4.0
23949,RbCaH3,5,5,25.7139,0.168557,11.43233,6.166865,0.660521,0.490782,1.0,3.4.0
569764,RbCu2I3,24,24,98.8789,0.138367,7.776766,6.060044,0.696937,0.412768,0.806527,3.4.0
10985,RbCu3S2,12,24,56.706,0.22074,13.557177,9.374888,0.749251,0.551645,0.741259,3.4.0
7477,RbErO2,4,12,71.1814,0.63197,24.364355,14.491169,0.958156,0.901346,1.0,3.4.0
1888,RbGe,64,64,79.0539,0.322406,11.709418,7.165185,0.632645,0.441079,0.986111,3.4.0
697144,RbH2N,8,8,25.3726,0.56668,57.619242,34.240758,0.561609,0.215166,0.765734,3.4.0
6300,RbHgSbSe3,24,24,107.4496,0.337632,12.938827,8.643427,0.737295,0.448614,0.996491,3.4.0
743,RbN3,8,16,31.872,1.528105,166.106294,86.987704,0.489215,0.232588,0.972441,3.4.0
555018,RbNa2AuO2,12,12,60.0688,0.31947,30.525367,14.501497,0.603373,0.258956,1.0,3.4.0
10834,RbNd2CuS4,16,32,70.7197,0.330726,13.821393,10.592506,0.818223,0.632531,0.937992,3.4.0
5808,RbNdTe2,4,12,121.2274,0.235282,9.336836,6.607542,0.91129,0.852748,1.0,3.4.0
4135,RbPO3,20,20,32.888,1.290377,108.866189,52.578657,0.588384,0.336406,1.0,3.4.0
4035,RbReO4,12,24,55.9454,1.534234,132.44642,54.481304,0.567794,0.345317,1.0,3.4.0
3404,RbSO3,30,30,33.1062,2.340779,119.815275,54.305254,0.595931,0.326014,1.0,3.4.0
4721,RbSb3Se5,36,36,93.9498,0.265972,12.788129,9.765833,0.699376,0.360053,0.985237,3.4.0
7650,RbScO2,8,8,40.6056,0.622197,22.500753,15.1293,0.940306,0.854672,1.0,3.4.0
8145,RbScO2,4,12,40.6056,0.674842,22.223816,14.881411,0.938301,0.860744,1.0,3.4.0
1074,RbSi,64,64,56.7767,0.36856,14.162796,8.490404,0.630076,0.437093,0.974206,3.4.0
3033,RbTaO3,20,40,62.8828,1.561256,60.069462,29.538106,0.651138,0.36114,1.0,3.4.0
652046,Re3S4Br,32,32,95.8481,0.701466,58.77835,34.210995,0.739312,0.567405,0.630906,3.4.0
190,ReO3,4,4,58.5513,1.506502,28.666177,23.600216,0.702312,0.553467,1.0,3.4.0
1716,Rh2O3,20,20,50.7618,1.293729,48.356682,36.772114,0.875122,0.748493,1.0,3.4.0
542734,Rh2O3,10,30,50.7618,0.89999,50.09225,37.153151,0.913046,0.768372,0.989916,3.4.0
2068,RhF3,8,24,39.9752,0.865421,58.95533,30.975601,0.658384,0.339751,0.992105,3.4.0
2030,RuS2,12,12,55.0667,0.941498,37.87228,30.358209,0.951447,0.883891,1.0,3.4.0
1247,Sb2Ir,12,12,145.2457,0.513169,27.348993,23.487752,0.844292,0.732189,1.0,3.4.0
1999,Sb2O3,20,80,58.3036,1.37658,31.989713,27.349662,0.629909,0.412877,1.0,3.4.0
2136,Sb2O3,20,20,58.3036,0.925077,29.789659,25.732665,0.664591,0.301847,1.0,3.4.0
1705,Sb2O5,14,28,46.2167,1.381257,56.494255,38.311368,0.652779,0.357163,1.0,3.4.0
2809,Sb2S3,20,20,67.943,0.411003,11.683291,10.782094,0.767328,0.564875,1.0,3.4.0
2160,Sb2Se3,20,20,96.08,0.335215,10.004765,9.301797,0.785073,0.59863,0.996639,3.4.0
759707,Sb4O5F2,44,44,55.0031,1.111973,31.446349,22.860887,0.671131,0.379537,1.0,3.4.0
768372,SbBrO,36,36,72.5545,0.524876,26.758804,18.501377,0.626296,0.29508,0.99223,3.4.0
1880,SbF3,8,16,44.6888,0.679057,32.040416,18.557478,0.535674,0.288079,1.0,3.4.0
8630,SbIrS,12,12,115.3473,0.812324,31.357479,26.487365,0.927273,0.846858,0.996491,3.4.0
1819,SbO2,12,24,51.2529,0.995809,56.895974,32.213339,0.630216,0.342337,1.0,3.4.0
230,SbO2,24,24,51.2529,0.997456,56.937308,32.09736,0.63,0.336557,1.0,3.4.0
3439,SbPO4,12,12,36.1219,1.320931,98.831211,49.971733,0.571529,0.296672,1.0,3.4.0
3930,Sc2MnS4,14,56,39.0157,0.861894,24.884037,15.603434,0.756441,0.625214,1.0,3.4.0
216,Sc2O3,40,80,27.582,1.452219,27.827151,23.504159,0.808745,0.663214,1.0,3.4.0
401,Sc2S3,20,80,37.2214,0.682203,15.876799,13.731983,0.829877,0.681194,1.0,3.4.0
11022,ScAgO2,8,8,46.2057,0.676194,25.776407,22.554975,0.651927,0.4122,1.0,3.4.0
973185,ScAgO2,4,12,46.2057,0.780307,25.616347,22.533708,0.650801,0.412446,1.0,3.4.0
4471,ScAlO3,20,20,23.9871,1.611515,34.958794,28.287131,0.776922,0.544013,1.0,3.4.0
3642,ScCuO2,8,8,35.1252,0.731916,29.37041,26.640553,0.601356,0.33267,0.998031,3.4.0
4636,ScCuO2,4,12,35.1252,0.845441,29.324922,26.589311,0.601358,0.334851,0.971963,3.4.0
4661,ScOF,12,12,26.6512,0.789439,28.699635,21.673546,0.775866,0.562261,1.0,3.4.0
4662,ScOF,12,12,26.6512,0.789471,28.70138,21.674652,0.775843,0.562236,1.0,3.4.0
4200,ScPO4,12,24,23.3212,3.330415,102.934798,52.073897,0.584384,0.339131,1.0,3.4.0
726,SeO2,24,24,36.9863,2.610018,50.452935,37.441901,0.552296,0.234813,1.0,3.4.0
147,Se,6,18,78.96,0.272743,10.233054,10.233054,0.767845,0.476351,1.0,3.4.0
28712,Si2Hg6O7,15,30,91.4471,0.888311,69.248314,34.604929,0.510283,0.223483,1.0,3.4.0
4497,Si2N2O,10,20,20.0368,2.605139,66.138624,59.912232,0.731759,0.438861,1.0,3.4.0
17123,Si2Os,24,48,82.1337,1.08919,39.848522,29.046608,0.891752,0.798278,1.0,3.4.0
569815,Si2Ru,24,48,52.4137,0.979497,35.087773,26.219258,0.894426,0.805608,1.0,3.4.0
2245,Si3N4,28,28,20.0405,3.364428,60.400497,55.606027,0.801044,0.48867,1.0,3.4.0
988,Si3N4,14,14,20.0405,4.300832,59.66261,55.60597,0.79995,0.484054,1.0,3.4.0
2084,Si5Ir3,64,64,89.6348,0.76958,37.628063,27.696065,0.769032,0.564215,1.0,3.4.0
3273,Si5P6O25,36,108,20.1738,2.101475,110.305147,67.821847,0.586894,0.334786,1.0,3.4.0
1863,SiAs,12,24,51.5035,0.413164,22.724339,19.487149,0.870622,0.754134,0.931235,3.4.0
7140,SiC,4,4,20.0481,1.182525,43.475696,42.744072,0.986308,0.958924,1.0,3.4.0
8062,SiC,2,8,20.0481,2.210857,43.585458,42.75412,1.0,1.0,1.0,3.4.0
1818,SiF4,5,10,20.8158,1.569898,92.027738,48.032365,0.510208,0.265312,1.0,3.4.0
978534,SiGe,4,4,50.3628,0.500683,21.529072,21.154583,0.985712,0.957136,1.0,3.4.0
10851,SiO2,9,9,20.0281,3.081329,82.26859,69.572214,0.5938,0.371474,1.0,3.4.0
11684,SiO2,24,48,20.0281,2.292763,80.143157,66.254614,0.592,0.353361,1.0,3.4.0
12787,SiO2,18,36,20.0281,1.603377,81.375428,66.995769,0.59775,0.361862,1.0,3.4.0
15078,SiO2,54,108,20.0281,2.086832,84.097587,70.261715,0.586552,0.360129,1.0,3.4.0
16964,SiO2,36,72,20.0281,1.623684,82.853409,69.148891,0.59393,0.365434,1.0,3.4.0
17909,SiO2,36,108,20.0281,2.084952,82.862641,68.763479,0.59216,0.357233,1.0,3.4.0
546546,SiO2,9,27,20.0281,3.717278,81.583825,65.800278,0.608338,0.341427,1.0,3.4.0
553993,SiO2,48,96,20.0281,2.213952,81.663606,66.187127,0.600284,0.35483,1.0,3.4.0
555740,SiO2,24,48,20.0281,4.215409,80.570394,66.190585,0.611761,0.387258,1.0,3.4.0
6922,SiO2,9,9,20.0281,3.081653,82.269738,69.572999,0.593804,0.371475,1.0,3.4.0
6945,SiO2,12,12,20.0281,2.329888,82.122979,68.247369,0.59756,0.371114,1.0,3.4.0
7000,SiO2,9,9,20.0281,2.981805,80.966686,66.71597,0.600075,0.363255,1.0,3.4.0
7029,SiO2,12,12,20.0281,2.329405,82.122411,68.228906,0.597628,0.371042,1.0,3.4.0
7087,SiO2,12,12,20.0281,2.448306,84.114895,73.382051,0.584095,0.375953,1.0,3.4.0
8059,SiO2,24,24,20.0281,8.123683,81.725535,68.84913,0.599044,0.380871,1.0,3.4.0
8352,SiO2,6,24,20.0281,8.552592,83.154372,72.706715,0.586589,0.379884,1.0,3.4.0
2488,SiOs,8,8,109.1577,1.574719,35.944645,31.222754,0.812918,0.712225,0.992063,3.4.0
4769,SiP2O7,40,40,20.2029,2.847072,111.197911,68.313588,0.575773,0.302985,1.0,3.4.0
2798,SiP,24,48,29.5296,0.477711,25.64959,22.504544,0.879838,0.772399,0.910839,3.4.0
149,Si,2,8,28.0855,1.070864,22.884946,22.884946,1.0,1.0,1.0,3.4.0
165,Si,4,4,28.0855,0.529198,22.680116,22.680116,0.995456,0.986369,1.0,3.4.0
1745,Sm2O3,15,30,69.7436,1.133271,26.534583,20.126439,0.803901,0.59162,1.0,3.4.0
218,Sm2O3,40,80,69.7436,1.216309,25.709623,19.898456,0.823201,0.68072,1.0,3.4.0
1403,Sm2S3,20,20,79.383,0.445828,14.855389,12.765936,0.846596,0.691513,1.0,3.4.0
5598,Sm2SO2,5,5,72.9568,0.908831,22.907181,18.332063,0.955753,0.915469,1.0,3.4.0
2883,Sm2Sn2O7,22,88,59.1033,1.33992,44.122621,27.076876,0.659929,0.430696,1.0,3.4.0
3073,Sm2Te4O11,34,68,58.0655,0.957431,49.420159,30.662211,0.60632,0.335703,1.0,3.4.0
3335,Sm2Ti2O7,22,88,46.2227,1.549235,28.42008,24.058071,0.653674,0.461792,1.0,3.4.0
4408,Sm2Zr2O7,22,88,54.1058,1.495936,35.90073,24.614467,0.644216,0.430015,1.0,3.4.0
21604,Sm3InS6,40,40,75.8288,0.446203,17.132181,13.180475,0.805915,0.61538,1.0,3.4.0
3154,Sm3Sb5O12,40,80,62.5936,1.326136,34.618745,24.961041,0.669421,0.388137,1.0,3.4.0
754217,SmIO,6,6,97.7546,0.574655,21.817136,15.259587,0.908133,0.79659,0.959502,3.4.0
3831,SmPO4,24,24,40.8886,1.814876,103.984057,50.875678,0.597113,0.359777,1.0,3.4.0
3897,SmPS4,48,96,51.599,0.684062,40.386758,21.444659,0.653314,0.406385,1.0,3.4.0
3317,SmRhO3,20,20,60.2527,1.143164,47.556434,27.737384,0.755305,0.495935,1.0,3.4.0
3756,SmTaO4,12,24,65.8842,1.160156,64.076181,33.586339,0.658716,0.428015,1.0,3.4.0
1509,Sn2S3,20,20,66.723,0.40877,17.348086,11.837466,0.806856,0.614318,1.0,3.4.0
1443,Sn3F8,22,22,46.1925,0.571201,54.183502,17.88874,0.543296,0.274479,1.0,3.4.0
2843,SnF2,24,48,52.2356,0.423626,16.205156,11.064087,0.574835,0.284155,1.0,3.4.0
2706,SnF4,5,10,38.9407,1.063351,57.522294,28.625456,0.448347,0.164876,1.0,3.4.0
571146,SnICl,12,12,93.6892,0.18751,5.593903,5.282596,0.755902,0.554325,0.995338,3.4.0
856,SnO2,6,6,50.2363,1.792035,42.51471,32.559846,0.66691,0.309121,1.0,3.4.0
2097,SnO,4,4,67.3547,0.611201,16.036295,14.774856,0.862011,0.717555,1.0,3.4.0
4252,SnPS3,20,20,49.1758,0.764127,37.964471,18.99509,0.631659,0.379733,1.0,3.4.0
2231,SnS,8,8,75.3875,0.277073,8.34888,8.291796,0.844736,0.717381,1.0,3.4.0
665,SnSe2,3,3,92.21,0.326934,14.931646,11.905546,0.845859,0.746118,0.934732,3.4.0
691,SnSe,8,8,98.835,0.233578,7.799957,7.395176,0.860351,0.754656,0.996503,3.4.0
11919,Sr(BeN)2,10,20,26.7316,1.233246,35.707483,29.445494,0.679945,0.395318,1.0,3.4.0
4157,Sr(NO3)2,36,36,23.5144,4.269012,110.668824,62.106094,0.57384,0.224112,1.0,3.4.0
3765,Sr(PO3)2,72,72,27.2849,1.362961,109.369914,60.708415,0.545474,0.259304,1.0,3.4.0
4578,Sr2GeS4,14,14,53.7343,0.460154,28.892403,14.571906,0.619428,0.349298,1.0,3.4.0
14283,Sr2InF7,40,40,42.3047,0.71869,33.03355,13.549448,0.710631,0.469715,1.0,3.4.0
10556,Sr2LiReN4,16,16,53.0519,0.889508,100.982058,34.919411,0.632519,0.369178,0.998031,3.4.0
3870,Sr2Nb2O7,22,44,43.0044,1.37456,56.327213,28.708322,0.595609,0.330285,1.0,3.4.0
20222,Sr2NbInO6,20,20,47.8961,1.38567,47.461233,23.118676,0.657967,0.439714,1.0,3.4.0
4103,Sr2Sb2O7,22,44,48.2505,1.3535,59.974724,30.192355,0.601227,0.316698,1.0,3.4.0
18510,Sr2SiO4,28,28,38.189,1.084621,76.635729,33.900631,0.617972,0.380646,1.0,3.4.0
3376,Sr2SnO4,7,14,51.1354,0.820679,50.175276,23.701007,0.566258,0.336695,1.0,3.4.0
4287,Sr2SnO4,28,28,51.1354,0.863257,45.92813,22.049821,0.630092,0.423094,1.0,3.4.0
17057,Sr2SnSe3F2,32,32,71.1034,0.331442,21.524647,11.114068,0.764193,0.548131,0.982283,3.4.0
770419,Sr2Zr7O16,25,75,42.7919,1.506076,37.307061,26.141456,0.735545,0.494836,1.0,3.4.0
4632,Sr3(PO4)2,13,39,34.831,3.167997,103.13896,44.469553,0.564354,0.329273,1.0,3.4.0
558642,Sr3Bi(ClO)3,40,40,62.6198,0.653657,33.595886,14.036761,0.68574,0.431315,1.0,3.4.0
17149,Sr3ErRhO6,22,66,57.1837,1.165547,54.880023,21.489053,0.765479,0.549994,1.0,3.4.0
1853,Sr3P14,34,34,40.9702,0.356222,20.448195,16.498816,0.785952,0.481744,0.84488,3.4.0
3349,Sr3Ti2O7,12,24,39.2158,1.088527,33.019562,20.343046,0.671593,0.503125,1.0,3.4.0
3956,Sr3UO6,20,20,59.6885,1.194726,72.030004,21.898043,0.64654,0.394904,1.0,3.4.0
8877,Sr4Al6SO12,23,46,32.0186,2.399646,50.436925,35.118978,0.703177,0.473821,1.0,3.4.0
4598,Sr4PtO6,22,66,58.3237,1.104869,66.297618,20.719449,0.71733,0.508514,1.0,3.4.0
3094,SrAl2O4,28,28,29.3687,1.140764,49.520586,35.300376,0.663586,0.399636,1.0,3.4.0
3788,SrAl4O7,24,48,25.6285,1.436431,48.8786,38.595619,0.655491,0.363095,1.0,3.4.0
2630,SrC2,3,6,37.2138,1.189409,77.995565,54.984548,0.534215,0.301323,0.968847,3.4.0
3822,SrCO3,20,20,29.5258,1.919456,100.542963,53.961195,0.613456,0.314874,1.0,3.4.0
21228,SrCuSeF,8,8,62.2811,0.26149,11.315638,8.886228,0.944472,0.876475,0.933566,3.4.0
981,SrF2,3,12,41.8723,0.504044,13.901113,9.84782,1.0,1.0,1.0,3.4.0
1244,SrGe2,24,24,77.6333,0.325603,12.798337,10.258248,0.684191,0.495326,0.964912,3.4.0
3378,SrHfO3,20,20,62.8216,1.455042,40.276869,24.599624,0.654269,0.436513,1.0,3.4.0
3721,SrHfO3,10,20,62.8216,1.463156,41.385711,25.074192,0.652581,0.470086,1.0,3.4.0
4551,SrHfO3,5,5,62.8216,1.025561,44.712519,26.872616,0.647883,0.471825,1.0,3.4.0
4673,SrHfO3,20,40,62.8216,1.383512,40.363235,24.6702,0.648292,0.432674,1.0,3.4.0
540688,SrIn2O4,28,28,54.4648,0.798138,26.4077,19.129754,0.811583,0.629616,1.0,3.4.0
7756,SrLiSb,12,12,72.107,0.15657,7.491697,5.984326,0.858963,0.693109,0.864802,3.4.0
2131,SrN6,14,56,24.5229,2.235734,175.388349,105.318942,0.453719,0.159633,0.984556,3.4.0
4591,SrNb2O6,36,36,41.0477,1.160333,50.34075,30.022204,0.643132,0.39164,1.0,3.4.0
2697,SrO2,3,6,39.8729,0.666208,27.352851,22.260241,0.535116,0.219619,1.0,3.4.0
2472,SrO,2,8,51.8097,0.806366,12.877615,10.998071,1.0,1.0,1.0,3.4.0
12622,SrPdF4,12,24,45.0056,0.680324,44.926687,19.802328,0.598182,0.276898,1.0,3.4.0
1950,SrS2,6,12,50.5833,0.412754,14.938936,12.963439,0.630335,0.43162,1.0,3.4.0
1175,SrS3,8,16,45.9537,0.328863,20.348513,14.295662,0.635507,0.297324,0.913386,3.4.0
1087,SrS,2,8,59.8425,0.495209,8.893264,8.532482,1.0,1.0,1.0,3.4.0
770771,SrSc2O4,28,28,34.5042,0.936675,25.639112,19.614482,0.841789,0.685852,1.0,3.4.0
3395,SrSeO3,10,10,42.9156,0.897493,59.467766,30.787848,0.62862,0.411228,1.0,3.4.0
4092,SrSeO4,24,24,38.4296,1.351622,97.369417,42.039368,0.574497,0.331452,1.0,3.4.0
2758,SrSe,2,8,83.29,0.433014,7.87737,7.714779,1.0,1.0,1.0,3.4.0
4549,SrSiN2,16,16,35.9297,1.082679,59.635613,37.443512,0.7118,0.456434,1.0,3.4.0
3978,SrSiO3,30,60,32.7407,1.217531,80.883002,43.408617,0.584333,0.330004,1.0,3.4.0
2879,SrSnO3,20,20,50.8656,1.267713,42.106631,24.261502,0.658091,0.428647,1.0,3.4.0
3252,SrTe3O8,24,24,49.8679,2.275438,69.005869,28.818806,0.642967,0.370398,1.0,3.4.0
4274,SrTeO4,24,24,46.5363,0.897644,78.066209,33.728418,0.674229,0.344408,1.0,3.4.0
1958,SrTe,2,8,107.61,0.359454,6.720943,6.62257,1.0,1.0,1.0,3.4.0
4651,SrTiO3,10,20,36.697,1.517133,31.838683,21.175216,0.70274,0.543676,1.0,3.4.0
3446,SrTm2O4,28,28,69.9266,1.125618,28.133841,19.516344,0.834948,0.662067,1.0,3.4.0
3311,SrUO4,24,24,64.9411,1.278485,78.796991,29.790445,0.563519,0.271284,1.0,3.4.0
558616,SrZnP2O7,44,44,29.7221,1.891249,106.445571,51.365301,0.590792,0.302798,1.0,3.4.0
3626,SrZrO3,20,40,45.3684,1.318718,36.474919,22.18846,0.651342,0.424223,1.0,3.4.0
4387,SrZrO3,20,20,45.3684,1.389567,36.361226,22.125324,0.660532,0.438688,1.0,3.4.0
10390,Ta2O5,14,28,63.1275,1.833428,54.436631,38.180729,0.6234,0.359838,1.0,3.4.0
4425,Ta2Pt3Se8,26,26,121.4483,0.620127,29.444816,22.401714,0.774939,0.518982,0.890963,3.4.0
4624,TaBO4,12,24,42.6261,3.159594,58.455652,45.491926,0.664054,0.390648,1.0,3.4.0
4081,TaCu3Se4,8,8,85.9282,0.762742,39.405794,17.519688,0.716658,0.574988,0.845238,3.4.0
3102,TaCuS3,20,20,68.1378,0.514787,28.567192,19.704352,0.721668,0.519992,0.808403,3.4.0
4165,TaNO,12,12,70.318,1.24703,47.776957,36.709908,0.769595,0.564176,1.0,3.4.0
510,TaO2,48,96,70.9822,1.362844,49.217771,33.785986,0.659858,0.388804,1.0,3.4.0
1056,Tb2O3,40,80,73.1698,1.289226,27.349012,21.483117,0.819423,0.67972,1.0,3.4.0
2457,Tb2O3,15,30,73.1698,1.197998,28.286636,21.601249,0.799656,0.58541,1.0,3.4.0
4602,Tb2Ti2O7,22,88,47.78,1.591616,28.916884,24.633433,0.645467,0.446312,1.0,3.4.0
20606,Tb3In5S12,40,40,71.7823,0.448396,16.784408,13.198732,0.808772,0.619063,1.0,3.4.0
3551,TbAgTe2,8,8,130.4984,0.337518,11.410066,9.26266,0.794176,0.586003,0.973684,3.4.0
4434,TbAlO3,20,20,46.781,1.559828,34.331473,27.252395,0.759277,0.564919,1.0,3.4.0
3248,TbAsO4,12,24,49.6408,2.596861,79.092782,40.478928,0.570122,0.308158,1.0,3.4.0
11347,TbF3,16,16,53.9801,0.657047,27.667429,16.68525,0.716624,0.448615,1.0,3.4.0
4340,TbPO4,12,24,42.3161,3.24908,103.063741,51.565867,0.58033,0.33005,1.0,3.4.0
4672,TbPS4,48,96,53.0265,0.689634,40.726437,21.606589,0.650048,0.396934,1.0,3.4.0
10782,TbRbSe2,4,12,100.5783,0.301331,11.815639,8.270277,0.913232,0.85359,1.0,3.4.0
569507,TbTlSe2,4,12,130.3072,0.311674,11.952467,7.972498,0.963739,0.928704,1.0,3.4.0
602,Te2Mo,6,6,117.0533,0.421635,29.671369,21.373966,0.866116,0.799174,0.695749,3.4.0
554952,Te2Pb3(ClO3)2,26,52,80.2848,0.776489,49.147718,19.812729,0.692308,0.456403,1.0,3.4.0
484,Te3As2,10,20,106.5286,0.286328,9.293657,8.556641,0.816596,0.687417,0.998319,3.4.0
1875,TeF6,28,28,34.5129,0.945389,110.046969,39.907019,0.490586,0.234764,1.0,3.4.0
2125,TeO2,24,24,53.1996,0.911679,39.025131,27.697014,0.618439,0.313482,1.0,3.4.0
2739,TeO2,12,12,53.1996,1.346696,38.808157,28.33484,0.584718,0.277972,1.0,3.4.0
557,TeO2,12,12,53.1996,1.346665,38.810471,28.335739,0.584688,0.277934,1.0,3.4.0
2552,TeO3,8,24,43.8995,1.618549,66.473829,39.633558,0.618863,0.362365,1.0,3.4.0
1666,Th2S5,28,28,89.2002,0.489203,17.39216,14.268692,0.866034,0.680384,1.0,3.4.0
2392,Th2Se5,28,28,122.6966,0.606589,13.013337,9.900734,0.741216,0.421502,1.0,3.4.0
7768,Th2SeN2,5,5,114.2099,1.007439,27.479808,20.109484,0.943482,0.915223,1.0,3.4.0
467,Th3N4,7,21,107.4487,1.142287,31.136792,20.657283,0.914239,0.791618,1.0,3.4.0
27697,ThI4,20,20,147.9312,0.348028,14.502427,8.271488,0.714552,0.392457,0.863291,3.4.0
643,ThO2,3,12,88.0123,1.283061,32.735061,21.884636,1.0,1.0,1.0,3.4.0
1146,ThS2,12,12,98.7227,0.450197,17.526042,13.788805,0.828019,0.701092,1.0,3.4.0
5836,ThSiO4,12,24,54.0202,2.808871,73.089372,40.888445,0.585622,0.327661,1.0,3.4.0
7651,ThSiO4,24,24,54.0202,1.690329,76.215372,41.828913,0.596297,0.348597,1.0,3.4.0
4733,ThTi2O6,18,36,47.0854,1.085088,37.861523,26.406627,0.719602,0.405487,1.0,3.4.0
504427,Ti3PbO7,22,22,42.0724,1.133544,39.413046,26.12995,0.644289,0.381334,1.0,3.4.0
866154,TiBeIr2,4,16,110.3283,0.626227,28.55039,23.100791,1.0,1.0,1.0,3.4.0
924130,TiNiSn,3,12,75.0901,0.592328,20.429538,18.499953,1.0,1.0,0.954386,3.4.0
1439,TiO2,12,12,26.6219,1.241517,32.63136,26.786158,0.712203,0.473888,1.0,3.4.0
1840,TiO2,24,24,26.6219,1.696505,32.969986,27.760531,0.669426,0.386943,1.0,3.4.0
2657,TiO2,6,6,26.6219,1.661439,29.134289,25.008101,0.658258,0.373254,1.0,3.4.0
390,TiO2,6,12,26.6219,1.50167,32.459268,28.134746,0.694315,0.420711,1.0,3.4.0
775938,TiO2,36,36,26.6219,1.219941,33.21442,25.712656,0.678528,0.403437,1.0,3.4.0
753048,TiSnO4,18,36,38.4291,1.088806,42.724181,29.545025,0.666629,0.344977,1.0,3.4.0
17986,TiTl2O3,24,24,84.1053,0.628773,48.614384,21.72303,0.616902,0.331647,1.0,3.4.0
667,Tl2S,27,81,146.9439,0.261611,6.05729,5.014714,0.828477,0.69141,0.999074,3.4.0
543028,Tl2TeO3,48,48,97.3941,0.513757,47.063785,20.264034,0.615433,0.386656,1.0,3.4.0
4584,Tl3BO3,14,14,95.9942,1.77127,61.58275,26.459011,0.618474,0.329683,1.0,3.4.0
4160,Tl3PSe4,32,32,119.9955,0.270063,26.830858,10.485158,0.685121,0.479793,0.996063,3.4.0
23380,Tl3PbI5,36,36,161.6525,0.115371,4.776124,3.41129,0.759219,0.527282,0.999223,3.4.0
4762,TlAg3S2,24,24,98.6863,0.285149,11.717763,7.893829,0.636216,0.30691,0.964912,3.4.0
29238,TlAgSe,12,12,130.4038,0.153541,7.939079,5.495245,0.780592,0.48995,0.878788,3.4.0
